ip,endpoint,status,timestamp,execution_time,rows_scanned,joins_count,line_number,reason
172.16.53.40,/api/data,200,2026-03-23 17:05:47.963802,-498,,,2075,Invalid execution_time
10.0.127.140,/checkout,999,2026-03-23 17:05:48.088441,616,4062.0,,2077,Invalid status
10.0.184.69,/api/data,200,2026-03-23 17:05:48.241054,-732,2680.0,,2078,Invalid execution_time
172.16.165.13,/checkout,200,2026-03-23 17:05:48.459076,298,-100.0,,2084,Invalid rows_scanned
172.16.205.158,/profile,500,2026-03-23 17:05:48.822371,-694,1958.0,5.0,2085,Invalid execution_time
172.16.219.167,/login,999,2026-03-23 17:05:51.941864,656,3399.0,,2117,Invalid status
172.16.24.68,/api/data,500,2026-03-23 17:05:51.943095,-483,,2.0,2118,Invalid execution_time
192.168.174.191,/login,200,2026-03-23 17:05:52.607269,-438,3164.0,4.0,2122,Invalid execution_time
10.0.136.40,/checkout,999,2026-03-23 17:05:52.607269,406,3383.0,,2123,Invalid status
10.0.192.144,/api/data,200,2026-03-23 17:05:53.219351,-772,2364.0,3.0,2133,Invalid execution_time
172.16.43.254,/profile,999,2026-03-23 17:05:54.916123,720,,,2156,Invalid status
172.16.150.233,/api/data,200,2026-03-23 17:05:55.439195,491,-100.0,2.0,2164,Invalid rows_scanned
10.0.102.38,/checkout,999,2026-03-23 17:05:55.439195,538,,3.0,2166,Invalid status
172.16.216.51,/checkout,200,2026-03-23 17:05:56.022627,-482,3875.0,4.0,2172,Invalid execution_time
172.16.100.254,/search,200,2026-03-23 17:05:56.854515,-354,,,2179,Invalid execution_time
10.0.0.127,/search,999,2026-03-23 17:05:57.462612,506,,1.0,2182,Invalid status
10.0.3.197,/checkout,200,2026-03-23 17:05:57.732504,574,-100.0,5.0,2186,Invalid rows_scanned
172.16.77.11,/checkout,200,2026-03-23 17:05:57.732504,-289,4816.0,5.0,2187,Invalid execution_time
172.16.242.131,/api/data,200,2026-03-23 17:05:58.424854,601,-100.0,,2194,Invalid rows_scanned
192.168.233.238,/search,200,2026-03-23 17:05:58.800292,-617,,,2200,Invalid execution_time
172.16.64.44,/checkout,200,2026-03-23 17:05:59.208216,-656,,,2202,Invalid execution_time
192.168.97.124,/search,999,2026-03-23 17:05:59.842372,285,,4.0,2207,Invalid status
192.168.147.173,/search,999,2026-03-23 17:06:00.956835,467,3107.0,3.0,2221,Invalid status
192.168.100.218,/login,500,2026-03-23 17:06:01.450678,-260,4289.0,5.0,2228,Invalid execution_time
192.168.93.197,/checkout,200,2026-03-23 17:06:03.403025,-441,,1.0,2246,Invalid execution_time
192.168.90.75,/search,200,2026-03-23 17:06:03.600141,-450,,,2248,Invalid execution_time
10.0.253.98,/search,200,2026-03-23 17:06:03.600141,-517,2996.0,,2250,Invalid execution_time
172.16.155.134,/checkout,999,2026-03-23 17:06:06.121929,913,,1.0,2281,Invalid status
192.168.65.141,/search,999,2026-03-23 17:06:06.121929,464,,,2283,Invalid status
172.16.88.251,/api/data,999,2026-03-23 17:06:06.979693,464,,1.0,2291,Invalid status
10.0.46.69,/profile,999,2026-03-23 17:06:07.292628,603,,5.0,2295,Invalid status
10.0.115.249,/profile,200,2026-03-23 17:06:07.644303,-370,902.0,,2300,Invalid execution_time
192.168.38.150,/search,200,2026-03-23 17:06:09.829159,-386,,2.0,2323,Invalid execution_time
172.16.218.180,/checkout,200,2026-03-23 17:06:10.401407,524,-100.0,,2330,Invalid rows_scanned
172.16.75.187,/profile,999,2026-03-23 17:06:10.562875,516,,,2333,Invalid status
192.168.124.166,/search,200,2026-03-23 17:06:12.918493,-472,3943.0,,2356,Invalid execution_time
192.168.224.156,/api/data,999,2026-03-23 17:06:13.805275,-572,660.0,,2367,Invalid execution_time
192.168.169.72,/profile,500,2026-03-23 17:06:13.997259,484,-100.0,1.0,2368,Invalid rows_scanned
192.168.219.90,/checkout,200,2026-03-23 17:06:14.256312,-277,,,2373,Invalid execution_time
172.16.37.58,/checkout,200,2026-03-23 17:06:14.738038,-562,4355.0,,2380,Invalid execution_time
172.16.188.57,/checkout,404,2026-03-23 17:06:15.246091,523,-100.0,3.0,2385,Invalid rows_scanned
192.168.76.160,/login,500,2026-03-23 17:06:15.246091,-325,775.0,2.0,2386,Invalid execution_time
172.16.176.2,/checkout,500,2026-03-23 17:06:15.465545,-651,3218.0,1.0,2389,Invalid execution_time
10.0.91.95,/profile,999,2026-03-23 17:06:15.465545,527,3799.0,,2393,Invalid status
192.168.214.167,/search,999,2026-03-23 17:06:17.191596,396,,4.0,2407,Invalid status
192.168.0.82,/login,404,2026-03-23 17:06:17.494022,-474,1648.0,,2410,Invalid execution_time
192.168.125.74,/login,200,2026-03-23 17:06:18.011820,-192,1403.0,,2414,Invalid execution_time
192.168.44.152,/checkout,200,2026-03-23 17:06:18.497678,429,-100.0,5.0,2426,Invalid rows_scanned
192.168.68.130,/search,999,2026-03-23 17:06:18.599245,190,2752.0,,2429,Invalid status
10.0.58.213,/checkout,999,2026-03-23 17:06:18.599245,334,2751.0,,2431,Invalid status
10.0.111.224,/login,999,2026-03-23 17:06:18.920757,394,2040.0,,2435,Invalid status
192.168.99.137,/login,200,2026-03-23 17:06:19.616676,-489,74.0,,2443,Invalid execution_time
10.0.208.60,/checkout,200,2026-03-23 17:06:20.832020,-243,-100.0,1.0,2454,Invalid execution_time
10.0.190.229,/api/data,200,2026-03-23 17:06:25.245292,-575,2908.0,,2494,Invalid execution_time
172.16.205.174,/profile,999,2026-03-23 17:06:26.364902,699,,1.0,2503,Invalid status
172.16.241.243,/api/data,999,2026-03-23 17:06:26.914375,-347,,,2506,Invalid execution_time
10.0.78.96,/search,200,2026-03-23 17:06:26.914375,-798,4233.0,,2507,Invalid execution_time
10.0.34.154,/api/data,999,2026-03-23 17:06:27.486743,321,2275.0,3.0,2512,Invalid status
192.168.51.233,/search,999,2026-03-23 17:06:27.486743,336,,,2513,Invalid status
10.0.58.239,/api/data,200,2026-03-23 17:06:27.604165,-283,654.0,,2516,Invalid execution_time
172.16.234.166,/login,500,2026-03-23 17:06:27.604165,-409,4783.0,3.0,2517,Invalid execution_time
10.0.215.33,/profile,200,2026-03-23 17:06:28.199842,379,-100.0,4.0,2523,Invalid rows_scanned
10.0.107.10,/login,200,2026-03-23 17:06:28.341484,-728,194.0,,2525,Invalid execution_time
172.16.228.103,/checkout,999,2026-03-23 17:06:28.861950,698,,,2529,Invalid status
10.0.249.36,/profile,999,2026-03-23 17:06:31.875092,435,,,2556,Invalid status
10.0.48.62,/profile,200,2026-03-23 17:06:32.138822,530,-100.0,3.0,2557,Invalid rows_scanned
192.168.45.157,/checkout,999,2026-03-23 17:06:32.526146,259,977.0,1.0,2561,Invalid status
192.168.152.25,/profile,999,2026-03-23 17:06:33.313278,267,3990.0,,2572,Invalid status
10.0.211.47,/profile,200,2026-03-23 17:06:34.840943,-559,,4.0,2589,Invalid execution_time
192.168.39.173,/search,200,2026-03-23 17:06:35.240866,-225,,,2594,Invalid execution_time
10.0.11.199,/search,200,2026-03-23 17:06:35.737026,-662,4341.0,,2602,Invalid execution_time
10.0.1.6,/login,200,2026-03-23 17:06:35.737026,-304,-100.0,,2605,Invalid execution_time
172.16.172.59,/checkout,200,2026-03-23 17:06:36.011079,-693,501.0,,2606,Invalid execution_time
192.168.137.2,/profile,404,2026-03-23 17:06:36.011079,166,-100.0,2.0,2607,Invalid rows_scanned
172.16.243.145,/checkout,999,2026-03-23 17:06:36.308843,657,,,2612,Invalid status
10.0.139.52,/checkout,200,2026-03-23 17:06:36.308843,518,-100.0,2.0,2614,Invalid rows_scanned
192.168.143.242,/login,404,2026-03-23 17:06:36.641489,-235,,1.0,2616,Invalid execution_time
192.168.216.154,/login,999,2026-03-23 17:06:36.934651,231,,4.0,2619,Invalid status
192.168.26.166,/checkout,200,2026-03-23 17:06:36.934651,-723,,3.0,2620,Invalid execution_time
172.16.62.100,/checkout,200,2026-03-23 17:06:37.267136,605,-100.0,,2627,Invalid rows_scanned
172.16.24.251,/checkout,200,2026-03-23 17:06:38.473166,-703,3345.0,3.0,2641,Invalid execution_time
192.168.114.110,/api/data,200,2026-03-23 17:06:39.093600,-484,707.0,4.0,2647,Invalid execution_time
10.0.214.245,/profile,404,2026-03-23 17:06:42.082082,-444,1265.0,,2682,Invalid execution_time
10.0.158.163,/api/data,500,2026-03-23 17:06:42.082082,-502,-100.0,,2684,Invalid execution_time
192.168.110.15,/search,999,2026-03-23 17:06:43.059475,332,452.0,,2693,Invalid status
10.0.174.159,/search,200,2026-03-23 17:06:43.537666,-373,,,2705,Invalid execution_time
192.168.150.242,/search,200,2026-03-23 17:06:45.121435,-288,608.0,1.0,2721,Invalid execution_time
172.16.35.177,/login,999,2026-03-23 17:06:45.656114,669,1790.0,2.0,2725,Invalid status
192.168.84.182,/search,200,2026-03-23 17:06:46.013298,-125,2832.0,,2732,Invalid execution_time
192.168.106.139,/search,404,2026-03-23 17:06:46.555478,-424,2945.0,1.0,2743,Invalid execution_time
192.168.209.193,/search,200,2026-03-23 17:06:47.727047,-560,2331.0,2.0,2754,Invalid execution_time
172.16.187.13,/checkout,200,2026-03-23 17:06:48.024286,-626,1817.0,,2756,Invalid execution_time
192.168.77.22,/checkout,200,2026-03-23 17:06:48.320850,266,-100.0,,2758,Invalid rows_scanned
10.0.42.241,/checkout,999,2026-03-23 17:06:48.320850,373,402.0,,2760,Invalid status
172.16.24.78,/api/data,200,2026-03-23 17:06:48.496342,-617,1695.0,,2764,Invalid execution_time
192.168.160.51,/api/data,200,2026-03-23 17:06:49.590008,285,-100.0,5.0,2778,Invalid rows_scanned
10.0.150.232,/search,999,2026-03-23 17:06:49.590008,578,,,2780,Invalid status
172.16.131.162,/checkout,200,2026-03-23 17:06:49.977390,-834,,5.0,2781,Invalid execution_time
10.0.188.253,/profile,999,2026-03-23 17:06:50.689394,442,,3.0,2788,Invalid status
172.16.232.198,/api/data,200,2026-03-23 17:06:50.936263,698,-100.0,,2793,Invalid rows_scanned
10.0.139.217,/search,500,2026-03-23 17:06:51.089485,-598,,,2798,Invalid execution_time
10.0.94.203,/profile,200,2026-03-23 17:06:51.648272,-529,932.0,2.0,2802,Invalid execution_time
10.0.205.29,/profile,200,2026-03-23 17:06:52.493740,-633,2683.0,5.0,2812,Invalid execution_time
192.168.47.231,/search,999,2026-03-23 17:06:52.493740,228,,,2813,Invalid status
192.168.161.83,/checkout,999,2026-03-23 17:06:52.862607,346,3154.0,,2814,Invalid status
172.16.157.10,/api/data,999,2026-03-23 17:06:52.862607,652,,4.0,2815,Invalid status
10.0.194.83,/search,200,2026-03-23 17:06:53.052512,600,-100.0,,2816,Invalid rows_scanned
192.168.233.195,/api/data,500,2026-03-23 17:06:53.693820,-327,,5.0,2822,Invalid execution_time
192.168.233.207,/checkout,200,2026-03-23 17:06:55.452594,-381,,5.0,2843,Invalid execution_time
10.0.249.220,/search,200,2026-03-23 17:06:59.245785,-467,,,2886,Invalid execution_time
10.0.80.11,/checkout,999,2026-03-23 17:06:59.799399,343,,,2893,Invalid status
192.168.193.129,/checkout,500,2026-03-23 17:07:00.117401,-272,298.0,2.0,2895,Invalid execution_time
172.16.97.240,/checkout,200,2026-03-23 17:07:00.476939,-659,2494.0,4.0,2896,Invalid execution_time
172.16.38.161,/login,200,2026-03-23 17:07:00.926565,623,-100.0,,2903,Invalid rows_scanned
192.168.128.23,/checkout,999,2026-03-23 17:07:02.063373,487,1156.0,3.0,2916,Invalid status
172.16.77.127,/api/data,999,2026-03-23 17:07:02.063373,346,4495.0,3.0,2917,Invalid status
10.0.114.52,/login,200,2026-03-23 17:07:02.452849,-665,,,2919,Invalid execution_time
10.0.77.59,/api/data,200,2026-03-23 17:07:02.452849,-687,2333.0,2.0,2922,Invalid execution_time
172.16.146.133,/profile,500,2026-03-23 17:07:02.731783,-830,-100.0,4.0,2930,Invalid execution_time
10.0.164.173,/profile,200,2026-03-23 17:07:03.451060,577,-100.0,3.0,2940,Invalid rows_scanned
192.168.96.16,/profile,999,2026-03-23 17:07:03.702053,320,,1.0,2943,Invalid status
10.0.23.196,/search,200,2026-03-23 17:07:03.862852,-665,,2.0,2948,Invalid execution_time
10.0.78.125,/search,999,2026-03-23 17:07:04.252149,600,,,2951,Invalid status
10.0.213.34,/profile,200,2026-03-23 17:07:04.468823,503,-100.0,,2957,Invalid rows_scanned
172.16.177.18,/api/data,200,2026-03-23 17:07:04.852480,-759,,,2958,Invalid execution_time
172.16.187.199,/search,200,2026-03-23 17:07:05.009583,576,-100.0,,2959,Invalid rows_scanned
192.168.36.90,/search,999,2026-03-23 17:07:06.242455,497,,,2979,Invalid status
10.0.148.178,/checkout,999,2026-03-23 17:07:06.467524,531,-100.0,4.0,2982,Invalid status
172.16.16.238,/login,200,2026-03-23 17:07:07.207014,670,-100.0,,2991,Invalid rows_scanned
172.16.211.23,/login,999,2026-03-23 17:07:07.358136,523,,5.0,2994,Invalid status
10.0.183.54,/search,200,2026-03-23 17:07:08.794864,-738,3666.0,,3015,Invalid execution_time
172.16.165.128,/search,200,2026-03-23 17:07:09.548324,525,-100.0,1.0,3029,Invalid rows_scanned
10.0.30.166,/search,999,2026-03-23 17:07:11.374977,293,,,3046,Invalid status
192.168.183.231,/profile,200,2026-03-23 17:07:12.109824,281,-100.0,,3054,Invalid rows_scanned
172.16.117.241,/api/data,404,2026-03-23 17:07:13.383464,-710,,4.0,3071,Invalid execution_time
172.16.60.203,/api/data,999,2026-03-23 17:07:14.024016,652,1475.0,1.0,3080,Invalid status
10.0.239.178,/login,999,2026-03-23 17:07:15.198606,260,2836.0,,3093,Invalid status
10.0.97.13,/profile,200,2026-03-23 17:07:15.569820,572,-100.0,5.0,3094,Invalid rows_scanned
192.168.142.161,/login,200,2026-03-23 17:07:15.955712,516,-100.0,1.0,3097,Invalid rows_scanned
172.16.190.112,/api/data,999,2026-03-23 17:07:15.955712,445,86.0,2.0,3098,Invalid status
192.168.8.177,/profile,999,2026-03-23 17:07:16.770480,572,2486.0,3.0,3104,Invalid status
172.16.171.104,/search,999,2026-03-23 17:07:17.270607,555,2308.0,4.0,3109,Invalid status
10.0.192.134,/search,999,2026-03-23 17:07:17.642596,540,,4.0,3117,Invalid status
10.0.205.46,/profile,200,2026-03-23 17:07:18.332338,678,-100.0,,3122,Invalid rows_scanned
10.0.163.174,/search,200,2026-03-23 17:07:18.715011,-607,4005.0,,3131,Invalid execution_time
10.0.57.12,/login,200,2026-03-23 17:07:19.111200,538,-100.0,,3134,Invalid rows_scanned
10.0.10.26,/profile,200,2026-03-23 17:07:19.111200,-727,,,3135,Invalid execution_time
172.16.109.188,/api/data,999,2026-03-23 17:07:19.350676,811,1795.0,1.0,3140,Invalid status
10.0.242.131,/search,999,2026-03-23 17:07:19.978703,408,2808.0,2.0,3145,Invalid status
10.0.113.241,/api/data,500,2026-03-23 17:07:20.439325,-469,,,3151,Invalid execution_time
10.0.173.251,/api/data,200,2026-03-23 17:07:21.122717,-417,2371.0,2.0,3163,Invalid execution_time
172.16.123.27,/profile,999,2026-03-23 17:07:21.122717,412,,,3165,Invalid status
10.0.22.94,/search,999,2026-03-23 17:07:22.245397,246,981.0,3.0,3180,Invalid status
10.0.62.74,/search,200,2026-03-23 17:07:22.708646,-371,1274.0,4.0,3188,Invalid execution_time
192.168.40.241,/search,200,2026-03-23 17:07:23.628056,-365,4243.0,,3203,Invalid execution_time
192.168.61.123,/profile,200,2026-03-23 17:07:23.974478,-638,594.0,,3206,Invalid execution_time
172.16.27.57,/search,200,2026-03-23 17:07:23.974478,-847,,5.0,3207,Invalid execution_time
192.168.92.173,/profile,999,2026-03-23 17:07:24.159129,393,,,3209,Invalid status
10.0.235.35,/search,999,2026-03-23 17:07:24.273968,462,,,3210,Invalid status
10.0.1.61,/login,999,2026-03-23 17:07:24.642877,488,3908.0,,3215,Invalid status
192.168.183.139,/login,999,2026-03-23 17:07:25.601773,282,,2.0,3227,Invalid status
172.16.94.26,/api/data,200,2026-03-23 17:07:26.477093,553,-100.0,,3238,Invalid rows_scanned
172.16.224.8,/login,999,2026-03-23 17:07:26.771534,552,1681.0,,3240,Invalid status
192.168.255.217,/checkout,200,2026-03-23 17:07:27.125145,332,-100.0,,3243,Invalid rows_scanned
10.0.239.115,/profile,200,2026-03-23 17:07:28.381941,476,-100.0,,3256,Invalid rows_scanned
172.16.222.83,/api/data,404,2026-03-23 17:07:29.991495,-413,316.0,1.0,3272,Invalid execution_time
192.168.192.237,/profile,200,2026-03-23 17:07:31.203843,573,-100.0,,3282,Invalid rows_scanned
172.16.91.32,/search,200,2026-03-23 17:07:32.645715,975,-100.0,5.0,3297,Invalid rows_scanned
172.16.86.21,/login,999,2026-03-23 17:07:33.307064,405,3048.0,1.0,3306,Invalid status
172.16.197.107,/checkout,999,2026-03-23 17:07:33.620966,544,,,3309,Invalid status
10.0.113.115,/profile,999,2026-03-23 17:07:33.620966,405,1730.0,,3310,Invalid status
192.168.15.53,/login,200,2026-03-23 17:07:34.563451,118,-100.0,,3314,Invalid rows_scanned
192.168.106.70,/login,999,2026-03-23 17:07:34.563451,432,459.0,2.0,3315,Invalid status
10.0.111.138,/checkout,200,2026-03-23 17:07:34.563451,733,-100.0,4.0,3317,Invalid rows_scanned
10.0.195.182,/api/data,200,2026-03-23 17:07:35.802490,559,-100.0,,3329,Invalid rows_scanned
172.16.203.90,/checkout,200,2026-03-23 17:07:37.471580,461,-100.0,5.0,3347,Invalid rows_scanned
10.0.104.53,/login,999,2026-03-23 17:07:40.716354,534,,2.0,3373,Invalid status
192.168.135.192,/checkout,200,2026-03-23 17:09:00.189378,592,-100.0,,3378,Invalid rows_scanned
10.0.165.183,/api/data,200,2026-03-23 17:09:01.213666,-350,,,3392,Invalid execution_time
10.0.194.252,/api/data,200,2026-03-23 17:09:01.928623,724,-100.0,,3399,Invalid rows_scanned
192.168.222.132,/api/data,999,2026-03-23 17:09:05.710732,166,,,3440,Invalid status
192.168.33.167,/profile,999,2026-03-23 17:09:07.357793,568,,,3458,Invalid status
172.16.35.122,/search,200,2026-03-23 17:09:09.541898,-792,,2.0,3485,Invalid execution_time
172.16.63.198,/login,200,2026-03-23 17:09:10.018149,789,-100.0,5.0,3493,Invalid rows_scanned
10.0.16.211,/api/data,200,2026-03-23 17:09:10.393383,304,-100.0,,3495,Invalid rows_scanned
172.16.67.228,/checkout,999,2026-03-23 17:09:10.754634,308,,4.0,3499,Invalid status
10.0.171.7,/login,999,2026-03-23 17:09:10.754634,490,3891.0,,3500,Invalid status
172.16.208.181,/search,200,2026-03-23 17:09:11.689695,-895,,,3514,Invalid execution_time
192.168.184.240,/profile,200,2026-03-23 17:09:13.657247,-634,4861.0,1.0,3531,Invalid execution_time
10.0.247.157,/login,200,2026-03-23 17:09:15.379077,-633,,,3551,Invalid execution_time
10.0.91.170,/search,200,2026-03-23 17:09:15.573476,-577,,,3552,Invalid execution_time
10.0.113.17,/login,500,2026-03-23 17:09:16.197218,-505,,4.0,3563,Invalid execution_time
172.16.107.125,/api/data,999,2026-03-23 17:09:16.874783,887,3706.0,,3570,Invalid status
172.16.170.177,/api/data,200,2026-03-23 17:09:17.089501,-647,582.0,3.0,3575,Invalid execution_time
192.168.210.111,/search,200,2026-03-23 17:09:17.349896,-132,1128.0,1.0,3576,Invalid execution_time
10.0.132.37,/profile,999,2026-03-23 17:09:18.637628,579,,4.0,3594,Invalid status
10.0.41.243,/checkout,200,2026-03-23 17:09:18.637628,561,-100.0,,3595,Invalid rows_scanned
192.168.124.210,/api/data,200,2026-03-23 17:09:19.490064,-412,,,3598,Invalid execution_time
172.16.86.194,/api/data,200,2026-03-23 17:09:20.438524,564,-100.0,5.0,3605,Invalid rows_scanned
10.0.22.209,/checkout,999,2026-03-23 17:09:20.794814,497,583.0,1.0,3610,Invalid status
172.16.113.67,/profile,200,2026-03-23 17:09:24.098377,-746,,,3657,Invalid execution_time
192.168.12.84,/search,200,2026-03-23 17:09:24.332274,-323,362.0,2.0,3663,Invalid execution_time
192.168.225.112,/checkout,200,2026-03-23 17:09:24.332274,95,-100.0,1.0,3664,Invalid rows_scanned
172.16.142.129,/search,999,2026-03-23 17:09:24.752081,-734,,4.0,3666,Invalid execution_time
192.168.227.183,/search,200,2026-03-23 17:09:25.091980,-484,124.0,,3667,Invalid execution_time
10.0.196.173,/api/data,200,2026-03-23 17:09:26.557506,-605,4731.0,5.0,3685,Invalid execution_time
192.168.28.127,/login,999,2026-03-23 17:09:26.557506,553,2151.0,5.0,3686,Invalid status
10.0.62.53,/login,999,2026-03-23 17:09:27.050484,444,,4.0,3693,Invalid status
172.16.149.116,/search,200,2026-03-23 17:09:27.265608,-471,,4.0,3694,Invalid execution_time
172.16.255.239,/login,999,2026-03-23 17:09:28.344726,412,,4.0,3706,Invalid status
192.168.155.131,/login,999,2026-03-23 17:09:28.482214,397,,,3707,Invalid status
10.0.155.124,/api/data,999,2026-03-23 17:09:28.778332,489,1780.0,,3716,Invalid status
192.168.74.150,/login,200,2026-03-23 17:09:29.193605,-349,1356.0,5.0,3719,Invalid execution_time
10.0.93.26,/login,200,2026-03-23 17:09:30.594267,682,-100.0,,3731,Invalid rows_scanned
192.168.222.236,/checkout,500,2026-03-23 17:09:31.549382,299,-100.0,4.0,3737,Invalid rows_scanned
192.168.100.235,/profile,999,2026-03-23 17:09:32.356356,613,,,3747,Invalid status
192.168.253.146,/login,200,2026-03-23 17:09:33.317404,306,-100.0,1.0,3766,Invalid rows_scanned
192.168.205.28,/login,500,2026-03-23 17:09:34.196171,-249,,,3778,Invalid execution_time
172.16.208.115,/login,500,2026-03-23 17:09:34.815065,-415,429.0,5.0,3783,Invalid execution_time
10.0.100.176,/search,999,2026-03-23 17:09:34.815065,467,4961.0,5.0,3784,Invalid status
172.16.5.245,/api/data,999,2026-03-23 17:09:36.484337,606,603.0,,3799,Invalid status
10.0.169.64,/checkout,999,2026-03-23 17:09:38.625314,574,,,3819,Invalid status
192.168.6.237,/login,200,2026-03-23 17:09:39.119536,439,-100.0,5.0,3825,Invalid rows_scanned
192.168.0.35,/login,200,2026-03-23 17:09:39.331691,-262,,2.0,3827,Invalid execution_time
192.168.15.232,/profile,999,2026-03-23 17:09:40.717551,521,3316.0,5.0,3847,Invalid status
10.0.220.178,/search,999,2026-03-23 17:09:41.852848,673,4409.0,,3857,Invalid status
172.16.252.122,/profile,200,2026-03-23 17:09:43.063152,655,-100.0,3.0,3876,Invalid rows_scanned
172.16.253.137,/api/data,999,2026-03-23 17:09:43.447608,841,1931.0,,3881,Invalid status
192.168.199.244,/login,200,2026-03-23 17:09:44.857883,-463,1476.0,,3900,Invalid execution_time
172.16.244.42,/search,200,2026-03-23 17:09:46.637126,-584,,,3917,Invalid execution_time
10.0.251.165,/checkout,200,2026-03-23 17:09:47.463876,-506,,4.0,3924,Invalid execution_time
172.16.70.104,/api/data,999,2026-03-23 17:09:47.777630,696,4699.0,,3929,Invalid status
172.16.143.16,/api/data,200,2026-03-23 17:09:49.623823,341,-100.0,1.0,3949,Invalid rows_scanned
172.16.243.235,/login,404,2026-03-23 17:09:50.821449,-639,1339.0,,3960,Invalid execution_time
10.0.64.230,/profile,999,2026-03-23 17:09:51.357360,509,,,3968,Invalid status
172.16.73.16,/api/data,999,2026-03-23 17:09:51.357360,608,228.0,4.0,3970,Invalid status
192.168.139.98,/checkout,999,2026-03-23 17:09:51.648100,216,1956.0,3.0,3976,Invalid status
10.0.85.12,/api/data,200,2026-03-23 17:09:52.803693,-560,2602.0,,3989,Invalid execution_time
172.16.84.215,/search,999,2026-03-23 17:09:53.667629,802,4729.0,2.0,3998,Invalid status
172.16.64.31,/checkout,404,2026-03-23 17:09:53.860330,688,-100.0,,4004,Invalid rows_scanned
10.0.41.64,/api/data,200,2026-03-23 17:09:54.021589,-655,,2.0,4007,Invalid execution_time
192.168.236.117,/search,999,2026-03-23 17:09:54.021589,256,3565.0,4.0,4010,Invalid status
172.16.127.158,/checkout,200,2026-03-23 17:09:55.246429,623,-100.0,1.0,4013,Invalid rows_scanned
192.168.99.163,/login,200,2026-03-23 17:09:55.648992,-748,,,4019,Invalid execution_time
192.168.252.216,/profile,999,2026-03-23 17:09:56.023966,469,3856.0,4.0,4022,Invalid status
192.168.24.35,/api/data,200,2026-03-23 17:09:56.328667,513,-100.0,1.0,4026,Invalid rows_scanned
172.16.129.54,/profile,999,2026-03-23 17:09:57.277206,513,,5.0,4041,Invalid status
172.16.191.254,/search,200,2026-03-23 17:09:58.329245,723,-100.0,,4051,Invalid rows_scanned
10.0.173.191,/api/data,404,2026-03-23 17:09:58.751603,-839,2075.0,5.0,4056,Invalid execution_time
192.168.120.148,/search,200,2026-03-23 17:09:58.905354,-214,,1.0,4058,Invalid execution_time
10.0.207.22,/checkout,999,2026-03-23 17:10:01.004893,664,626.0,,4077,Invalid status
172.16.152.9,/api/data,200,2026-03-23 17:10:02.250702,-590,-100.0,,4091,Invalid execution_time
172.16.90.231,/checkout,404,2026-03-23 17:10:02.537095,515,-100.0,1.0,4095,Invalid rows_scanned
192.168.142.6,/login,200,2026-03-23 17:10:03.037387,-447,1601.0,2.0,4100,Invalid execution_time
172.16.116.211,/api/data,999,2026-03-23 17:10:03.352829,810,,2.0,4104,Invalid status
172.16.227.21,/checkout,200,2026-03-23 17:10:03.809036,-593,4321.0,,4110,Invalid execution_time
172.16.229.174,/login,999,2026-03-23 17:10:04.483300,736,,,4118,Invalid status
10.0.4.61,/profile,999,2026-03-23 17:10:05.051511,622,,,4124,Invalid status
192.168.174.249,/search,999,2026-03-23 17:10:05.709786,185,3680.0,4.0,4128,Invalid status
10.0.44.76,/profile,404,2026-03-23 17:10:06.264551,-495,,,4138,Invalid execution_time
10.0.47.32,/profile,200,2026-03-23 17:10:06.264551,515,-100.0,,4139,Invalid rows_scanned
10.0.144.70,/login,200,2026-03-23 17:10:06.264551,334,-100.0,,4141,Invalid rows_scanned
172.16.59.117,/profile,999,2026-03-23 17:10:06.386977,619,,,4142,Invalid status
172.16.10.253,/search,404,2026-03-23 17:10:06.386977,752,-100.0,5.0,4144,Invalid rows_scanned
10.0.212.133,/checkout,200,2026-03-23 17:10:07.269517,415,-100.0,,4156,Invalid rows_scanned
172.16.61.75,/search,999,2026-03-23 17:10:07.452467,756,,,4158,Invalid status
172.16.226.11,/profile,999,2026-03-23 17:10:07.839494,676,,,4162,Invalid status
172.16.79.27,/checkout,999,2026-03-23 17:10:08.012167,636,3426.0,,4167,Invalid status
192.168.39.5,/api/data,200,2026-03-23 17:10:08.227569,-642,4109.0,,4168,Invalid execution_time
192.168.41.148,/search,404,2026-03-23 17:10:08.868683,-397,,5.0,4178,Invalid execution_time
172.16.159.228,/search,200,2026-03-23 17:10:09.806197,-628,328.0,,4192,Invalid execution_time
192.168.123.211,/login,200,2026-03-23 17:10:10.333265,340,-100.0,,4201,Invalid rows_scanned
10.0.64.231,/search,200,2026-03-23 17:10:10.970881,-349,,3.0,4208,Invalid execution_time
192.168.99.111,/profile,200,2026-03-23 17:10:11.649903,-388,,,4215,Invalid execution_time
172.16.33.165,/search,200,2026-03-23 17:10:11.649903,784,-100.0,,4216,Invalid rows_scanned
192.168.202.60,/search,999,2026-03-23 17:10:11.848828,690,161.0,,4218,Invalid status
10.0.216.164,/checkout,200,2026-03-23 17:10:13.111754,-647,,3.0,4231,Invalid execution_time
172.16.203.37,/profile,500,2026-03-23 17:10:13.704916,-625,2568.0,,4239,Invalid execution_time
10.0.177.64,/api/data,200,2026-03-23 17:10:13.704916,-445,-100.0,5.0,4240,Invalid execution_time
172.16.53.13,/api/data,999,2026-03-23 17:10:14.343434,701,,1.0,4246,Invalid status
10.0.170.25,/search,999,2026-03-23 17:10:14.646162,723,3549.0,,4251,Invalid status
